tx_id,date,product,base_cost,competitor_price,price,promotion,marketing,seasonality,day_of_week,elasticity,demand,revenue
291,2023-02-20,P5,49.39,45.0,49.02,0,282.64,2,0,-0.247,140.68,6896.13
292,2023-06-05,P14,6.42,9.07,7.28,0,1702.06,6,0,-2.299,37.41,272.34
293,2023-01-15,P20,31.06,34.13,31.57,0,1827.58,1,6,-0.552,133.94,4228.49
294,2023-10-31,P8,19.84,24.99,27.75,0,1555.08,10,1,-2.161,16.23,450.38
295,2023-07-19,P10,5.44,7.85,9.35,0,740.68,7,2,-0.256,24.02,224.59
296,2023-08-18,P3,27.74,38.04,45.48,0,236.9,8,4,-2.154,5.43,246.96
297,2023-02-05,P4,44.33,47.68,42.15,1,1380.78,2,6,-0.243,70.73,2981.27
298,2023-08-18,P13,10.78,16.08,17.63,0,827.64,8,4,-2.014,20.02,352.95
299,2023-10-21,P12,33.01,42.84,49.5,0,77.69,10,5,-0.661,44.19,2187.4
300,2023-01-26,P18,42.24,38.88,40.31,0,31.32,1,3,-2.847,10.2,411.16
301,2023-04-20,P15,45.18,61.48,51.74,0,163.75,4,3,-1.161,56.35,2915.55
302,2023-05-11,P19,30.65,38.51,41.53,0,611.38,5,3,-1.945,16.2,672.79
303,2023-08-31,P12,46.07,55.48,43.62,1,65.34,8,3,-2.453,20.16,879.38
304,2023-06-21,P16,31.78,29.48,30.75,1,180.56,6,2,-2.444,13.28,408.36
305,2023-07-21,P7,6.71,8.09,8.9,0,975.02,7,4,-2.468,16.66,148.27
306,2023-06-30,P17,48.23,50.23,46.07,1,610.75,6,4,-2.033,21.61,995.57
307,2023-04-08,P6,44.86,57.09,60.74,0,1705.02,4,5,-1.027,47.53,2886.97
308,2023-10-31,P17,22.93,24.0,19.58,1,1243.67,10,1,-1.077,45.1,883.06
309,2023-11-11,P2,43.83,59.52,64.36,0,1596.9,11,5,-0.449,124.3,7999.95
310,2023-07-19,P18,30.71,41.09,42.77,0,1605.48,7,2,-2.896,17.67,755.75
311,2023-07-14,P10,27.36,37.84,37.21,0,1150.77,7,4,-0.933,45.07,1677.05
312,2023-01-03,P12,36.71,37.59,42.34,0,1161.74,1,1,-0.406,134.98,5715.05
313,2023-05-24,P1,44.87,65.61,61.46,0,1790.02,5,2,-2.929,17.47,1073.71
314,2023-03-10,P3,29.01,43.4,41.47,0,24.16,3,4,-2.015,13.68,567.31
315,2023-05-17,P5,25.31,30.4,35.63,0,1078.51,5,2,-0.794,14.95,532.67
316,2023-03-16,P5,6.37,7.65,6.39,0,1934.74,3,3,-2.847,27.29,174.38
317,2023-01-02,P14,48.63,68.62,76.54,0,1297.15,1,0,-1.757,18.76,1435.89
318,2023-03-31,P14,33.99,49.96,50.74,0,808.22,3,4,-2.528,3.96,200.93
319,2023-03-10,P9,13.05,19.13,21.93,0,1354.28,3,4,-2.382,19.62,430.27
320,2023-06-09,P18,5.59,7.84,7.55,0,308.54,6,4,-2.714,4.71,35.56
321,2023-12-07,P2,12.07,14.08,13.72,0,1939.36,12,3,-1.973,29.51,404.88
322,2023-09-30,P13,13.93,14.7,12.27,1,21.63,9,5,-0.997,63.56,779.88
323,2023-10-09,P13,21.41,28.14,25.4,0,48.71,10,0,-0.623,28.5,723.9
324,2023-07-03,P15,6.04,7.94,8.56,0,1561.39,7,0,-1.09,42.39,362.86
325,2023-10-02,P11,49.34,59.03,53.69,0,1039.36,10,0,-0.626,97.24,5220.82
326,2023-09-16,P17,35.64,42.07,36.83,0,100.64,9,5,-0.861,37.61,1385.18
327,2023-12-11,P16,47.18,48.03,56.68,0,1331.38,12,0,-1.409,40.95,2321.05
328,2023-11-16,P20,18.73,23.99,28.61,0,284.54,11,3,-2.176,10.05,287.53
329,2023-03-11,P2,36.61,37.48,39.64,1,818.36,3,5,-0.538,48.83,1935.62
330,2023-10-29,P18,30.35,38.05,36.31,0,1707.08,10,6,-2.541,15.62,567.16
331,2023-12-04,P16,46.64,63.97,54.57,0,1934.09,12,0,-2.31,36.15,1972.71
332,2023-11-08,P7,19.73,26.78,31.27,0,1175.0,11,2,-2.246,27.7,866.18
333,2023-05-16,P12,14.57,13.95,16.7,0,1990.4,5,1,-1.868,20.34,339.68
334,2023-12-29,P13,24.96,30.36,34.04,0,1949.86,12,4,-2.631,33.37,1135.91
335,2023-11-25,P12,12.26,14.14,13.15,0,797.73,11,5,-0.585,106.43,1399.55
336,2023-07-27,P2,17.54,16.01,15.07,0,63.51,7,3,-2.386,2.08,31.35
337,2023-10-29,P4,44.94,65.24,61.83,0,1900.82,10,6,-0.866,72.76,4498.75
338,2023-05-16,P8,49.59,51.31,53.2,0,1437.01,5,1,-0.776,86.14,4582.65
339,2023-02-11,P14,39.94,59.12,64.57,0,1393.0,2,5,-2.653,20.23,1306.25
340,2023-07-31,P4,20.05,20.84,19.35,0,1093.52,7,0,-2.912,19.44,376.16
341,2023-02-25,P12,49.21,49.73,59.21,0,89.44,2,5,-2.835,0.0,0.0
342,2023-04-22,P1,17.87,22.65,27.12,0,1584.76,4,5,-0.267,117.21,3178.74
343,2023-04-20,P11,29.26,32.54,32.07,0,1748.32,4,3,-2.062,30.53,979.1
344,2023-08-07,P18,28.14,29.36,33.24,0,891.26,8,0,-0.9,31.68,1053.04
345,2023-03-29,P10,7.49,9.06,10.85,0,438.12,3,2,-2.11,14.55,157.87
346,2023-01-26,P11,16.01,23.78,22.9,0,1916.9,1,3,-2.22,23.21,531.51
347,2023-10-08,P10,7.25,10.43,11.47,0,380.16,10,6,-1.816,5.46,62.63
348,2023-07-18,P19,13.45,14.36,14.55,0,1376.0,7,1,-2.564,25.78,375.1
349,2023-06-05,P2,5.45,7.84,6.84,1,1317.84,6,0,-2.857,20.14,137.76
350,2023-04-09,P3,31.4,32.07,38.0,0,1140.85,4,6,-2.641,7.48,284.24
351,2023-07-03,P18,6.23,6.06,5.36,0,911.08,7,0,-1.367,63.89,342.45
352,2023-01-20,P10,26.53,31.79,35.17,0,1920.87,1,4,-1.711,19.48,685.11
353,2023-10-16,P13,12.34,11.64,10.95,0,154.34,10,0,-0.878,48.0,525.6
354,2023-08-10,P12,36.44,38.09,38.82,0,1239.68,8,3,-1.732,27.36,1062.12
355,2023-09-22,P17,40.88,39.22,40.85,0,1770.13,9,4,-0.913,74.87,3058.44
356,2023-11-29,P20,10.34,13.41,14.93,0,1469.2,11,2,-0.55,95.97,1432.83
357,2023-09-20,P12,32.96,38.48,45.69,0,1025.01,9,2,-1.939,23.43,1070.52
358,2023-07-11,P19,7.99,10.38,12.1,0,1424.48,7,1,-1.309,35.67,431.61
359,2023-05-13,P20,18.48,20.97,16.34,1,1679.85,5,5,-1.156,54.11,884.16
360,2023-07-27,P7,36.48,53.45,52.27,1,1553.3,7,3,-0.717,78.38,4096.92
361,2023-12-16,P11,25.83,37.3,40.58,0,1066.78,12,5,-1.095,37.06,1503.89
362,2023-01-17,P7,5.08,5.41,4.32,1,1827.66,1,1,-1.566,58.27,251.73
363,2023-10-20,P3,35.98,43.51,46.59,1,1348.89,10,4,-2.251,26.62,1240.23
364,2023-12-01,P15,11.52,10.83,11.03,0,1649.78,12,4,-1.58,52.98,584.37
365,2023-07-31,P1,26.45,25.12,21.88,1,1091.65,7,0,-0.952,35.83,783.96
366,2023-04-21,P3,11.83,10.74,12.39,0,1586.92,4,4,-0.951,67.74,839.3
367,2023-09-16,P2,9.16,9.95,10.09,0,465.24,9,5,-1.247,22.4,226.02
368,2023-06-01,P3,49.85,52.1,54.28,0,652.18,6,3,-0.997,62.82,3409.87
369,2023-12-06,P3,33.11,41.4,39.86,0,1355.72,12,2,-2.08,16.64,663.27
370,2023-06-19,P8,15.57,17.4,19.06,0,1822.4,6,0,-2.209,31.08,592.38
371,2023-03-31,P14,41.36,52.24,59.56,0,551.37,3,4,-2.344,8.44,502.69
372,2023-03-26,P5,29.46,34.9,34.81,0,881.64,3,6,-0.498,37.96,1321.39
373,2023-01-13,P16,22.85,25.75,22.47,0,753.53,1,4,-1.333,45.45,1021.26
374,2023-04-03,P12,31.15,35.6,30.08,0,1859.08,4,0,-0.989,86.86,2612.75
375,2023-03-31,P6,36.51,37.29,30.52,0,1800.37,3,4,-2.575,42.56,1298.93
376,2023-08-20,P6,8.51,12.43,9.47,1,591.41,8,6,-0.208,87.33,827.02
377,2023-10-18,P12,27.09,32.28,30.86,0,876.01,10,2,-0.521,82.09,2533.3
378,2023-01-03,P12,15.67,16.77,17.31,1,1527.94,1,1,-1.833,45.84,793.49
379,2023-10-25,P8,10.16,14.37,16.04,0,1268.39,10,2,-1.149,44.73,717.47
380,2023-10-19,P8,31.58,39.63,38.65,0,1066.49,10,3,-2.758,19.6,757.54
381,2023-09-14,P13,32.38,30.08,25.14,0,335.56,9,3,-0.813,106.51,2677.66
382,2023-01-31,P3,32.28,38.28,32.06,0,1321.65,1,1,-1.741,41.09,1317.35
383,2023-12-15,P18,37.22,37.31,30.2,0,1736.99,12,4,-2.394,35.78,1080.56
384,2023-09-05,P3,49.71,49.06,49.23,0,678.12,9,1,-2.333,9.86,485.41
385,2023-05-16,P1,7.4,6.7,7.04,0,605.17,5,1,-2.81,9.23,64.98
386,2023-10-08,P10,48.13,62.3,63.62,1,450.54,10,6,-0.205,154.91,9855.37
387,2023-06-11,P20,23.87,25.18,29.19,0,1252.13,6,6,-2.557,18.72,546.44
388,2023-11-26,P3,24.44,25.79,24.4,1,1858.18,11,6,-0.888,34.77,848.39
389,2023-06-06,P16,45.4,50.91,47.82,0,1137.1,6,1,-0.613,43.12,2062.0
390,2023-02-08,P9,44.1,54.67,53.51,0,203.41,2,2,-2.144,10.85,580.58
391,2023-03-03,P13,18.63,23.94,28.7,0,418.68,3,4,-1.092,31.95,916.96
392,2023-07-27,P18,38.25,34.51,39.68,0,1555.98,7,3,-2.814,18.82,746.78
393,2023-03-24,P5,16.12,18.68,18.95,0,316.11,3,4,-1.565,26.98,511.27
394,2023-05-07,P6,40.33,40.46,36.06,0,1093.72,5,6,-0.661,39.24,1414.99
395,2023-05-25,P9,24.0,26.08,24.87,0,1446.52,5,3,-0.844,44.43,1104.97
396,2023-09-16,P18,13.76,17.43,19.66,0,1630.53,9,5,-2.131,27.08,532.39
397,2023-09-13,P13,42.07,59.6,58.36,0,1939.96,9,2,-2.369,25.48,1487.01
398,2023-12-19,P20,20.36,19.61,15.83,0,1009.79,12,1,-1.176,64.31,1018.03
399,2023-12-02,P5,45.89,65.9,55.84,0,1869.66,12,5,-2.842,26.44,1476.41
400,2023-07-28,P11,33.55,38.35,33.45,0,388.71,7,4,-0.501,53.51,1789.91
401,2023-12-21,P14,19.77,27.56,23.6,0,266.08,12,3,-2.654,18.55,437.78
402,2023-11-14,P14,42.93,48.65,50.96,0,869.92,11,1,-2.075,19.5,993.72
403,2023-12-24,P17,24.82,31.3,23.22,1,1784.17,12,6,-1.327,63.68,1478.65
404,2023-12-12,P2,37.77,51.67,52.75,1,1900.99,12,1,-1.586,32.65,1722.29
405,2023-11-04,P6,48.59,53.82,62.41,0,1797.22,11,5,-2.894,15.89,991.69
406,2023-05-09,P17,44.11,58.78,65.46,0,234.8,5,1,-2.352,0.0,0.0
407,2023-01-02,P2,33.87,50.56,42.98,0,1676.84,1,0,-2.136,20.5,881.09
408,2023-07-01,P11,10.04,14.01,13.59,0,738.21,7,5,-0.878,25.88,351.71
409,2023-11-11,P2,33.75,47.0,39.25,0,700.62,11,5,-1.331,26.03,1021.68
410,2023-06-07,P2,21.25,19.21,19.65,0,835.33,6,2,-2.778,24.9,489.28
411,2023-03-31,P19,5.95,7.37,8.82,0,769.64,3,4,-2.198,10.98,96.84
412,2023-03-03,P16,35.86,41.34,41.55,0,926.5,3,4,-0.923,57.03,2369.6
413,2023-12-04,P1,37.59,51.57,50.12,1,1546.24,12,0,-0.89,70.11,3513.91
414,2023-10-31,P12,36.95,36.76,38.96,0,1274.92,10,1,-2.559,28.67,1116.98
415,2023-12-10,P2,48.54,63.41,74.98,0,1022.5,12,6,-1.87,22.69,1701.3
416,2023-11-18,P14,18.59,20.87,19.39,0,426.14,11,5,-0.424,134.05,2599.23
417,2023-11-30,P4,42.27,46.23,50.21,0,507.82,11,3,-0.558,20.14,1011.23
418,2023-07-13,P11,48.34,65.57,67.68,0,1820.31,7,3,-0.789,73.28,4959.59
419,2023-01-30,P16,16.87,23.42,20.33,0,849.9,1,0,-1.574,16.15,328.33
420,2023-10-03,P3,13.2,13.95,15.4,0,1401.79,10,1,-2.96,26.84,413.34
421,2023-04-11,P13,29.1,30.89,26.21,0,1952.87,4,1,-1.352,52.14,1366.59
422,2023-11-05,P16,24.26,22.87,23.04,0,920.09,11,6,-2.56,17.15,395.14
423,2023-11-28,P9,27.26,29.73,24.52,1,1304.22,11,1,-0.886,76.11,1866.22
424,2023-12-19,P18,17.17,19.5,16.41,0,1242.97,12,1,-0.747,81.37,1335.28
425,2023-02-11,P4,42.61,63.06,73.81,0,454.72,2,5,-1.938,1.55,114.41
426,2023-01-17,P3,28.4,29.61,25.7,0,299.44,1,1,-1.799,20.1,516.57
427,2023-03-31,P4,34.48,31.57,37.42,0,164.0,3,4,-2.818,0.0,0.0
428,2023-02-23,P8,43.72,50.56,40.9,0,1602.81,2,3,-1.848,22.93,937.84
429,2023-11-19,P12,8.1,10.38,6.68,1,78.23,11,6,-1.374,5.32,35.54
430,2023-01-07,P4,20.76,26.98,27.44,0,1833.89,1,5,-0.579,87.56,2402.65
431,2023-05-12,P6,42.73,54.04,55.91,0,1543.34,5,4,-1.757,16.96,948.23
432,2023-01-20,P13,24.22,28.36,25.68,0,377.18,1,4,-0.747,43.49,1116.82
433,2023-02-25,P10,41.85,42.37,50.21,0,1270.05,2,5,-2.233,15.7,788.3
434,2023-07-07,P16,48.12,45.05,53.21,0,771.7,7,4,-2.508,4.9,260.73
435,2023-03-04,P11,32.59,34.17,33.98,0,591.09,3,5,-2.261,18.33,622.85
436,2023-10-04,P15,38.53,54.31,49.61,0,53.0,10,2,-1.464,15.9,788.8
437,2023-10-21,P19,23.42,28.4,31.02,1,104.55,10,5,-0.769,48.61,1507.88
438,2023-03-08,P7,24.65,33.0,37.03,0,624.43,3,2,-0.993,33.01,1222.36
439,2023-01-18,P15,29.45,33.53,39.03,0,1954.27,1,2,-1.046,47.66,1860.17
440,2023-04-08,P6,14.83,15.9,16.51,0,1108.52,4,5,-2.334,23.86,393.93
441,2023-04-22,P14,5.5,7.39,8.6,0,204.96,4,5,-0.9,29.33,252.24
442,2023-11-14,P1,39.56,43.55,50.62,0,883.41,11,1,-1.555,22.1,1118.7
443,2023-10-05,P19,8.25,11.73,10.33,0,717.73,10,3,-0.602,17.98,185.73
444,2023-08-18,P8,16.53,20.91,16.86,1,1151.86,8,4,-0.247,86.53,1458.9
445,2023-09-13,P7,35.03,48.09,55.25,1,1257.26,9,2,-2.304,15.07,832.62
446,2023-11-28,P18,13.77,13.79,13.35,0,1637.44,11,1,-1.188,68.94,920.35
447,2023-03-26,P7,32.29,38.1,43.7,0,103.59,3,6,-2.233,7.67,335.18
448,2023-09-24,P13,38.56,36.54,33.77,0,962.94,9,6,-2.46,39.73,1341.68
449,2023-12-03,P14,35.49,45.93,36.76,1,856.39,12,6,-1.645,26.99,992.15
450,2023-03-03,P9,12.57,15.89,16.13,0,1070.39,3,4,-1.342,23.2,374.22
451,2023-05-30,P3,37.07,34.35,38.58,0,348.07,5,1,-1.745,12.6,486.11
452,2023-01-20,P15,37.41,36.31,38.26,0,1240.74,1,4,-0.368,125.43,4798.95
453,2023-01-01,P11,14.72,18.8,21.77,0,1113.56,1,6,-2.4,15.8,343.97
454,2023-10-19,P9,25.01,30.39,25.51,1,527.66,10,3,-1.298,49.7,1267.85
455,2023-06-23,P11,35.84,50.99,48.47,0,662.75,6,4,-2.403,11.45,554.98
456,2023-05-18,P4,42.99,41.92,46.11,0,1588.17,5,3,-2.148,8.51,392.4
457,2023-10-15,P1,15.1,19.43,20.31,0,140.44,10,6,-0.344,106.22,2157.33
458,2023-06-05,P11,6.86,9.92,7.1,1,392.34,6,0,-1.13,13.17,93.51
459,2023-01-20,P8,16.27,19.88,23.14,0,1959.51,1,4,-0.565,93.06,2153.41
460,2023-10-13,P2,10.02,13.86,15.3,0,1550.73,10,4,-2.655,11.49,175.8
461,2023-09-23,P10,21.15,27.22,29.18,0,1903.04,9,5,-1.183,55.03,1605.78
462,2023-08-04,P17,30.8,44.02,39.59,0,86.49,8,4,-0.202,133.11,5269.82
463,2023-12-07,P12,24.21,30.76,35.74,0,835.99,12,3,-2.554,19.75,705.86
464,2023-07-27,P2,34.33,46.55,52.1,1,454.54,7,3,-0.632,47.28,2463.29
465,2023-10-20,P14,14.66,14.91,15.6,0,658.19,10,4,-2.285,13.34,208.1
466,2023-02-05,P6,31.13,32.87,26.62,0,1620.77,2,6,-2.039,35.52,945.54
467,2023-11-10,P12,38.06,40.27,44.31,0,1787.64,11,4,-2.878,38.51,1706.38
468,2023-01-17,P16,17.63,24.3,26.39,0,806.94,1,1,-2.336,13.54,357.32
469,2023-11-12,P10,6.27,5.68,6.07,0,264.29,11,6,-0.595,51.44,312.24
470,2023-06-19,P15,8.05,10.46,9.48,0,1947.66,6,0,-2.456,22.47,213.02
471,2023-12-02,P16,25.07,25.39,24.66,0,1542.68,12,5,-1.547,38.23,942.75
472,2023-05-12,P15,37.73,56.22,50.01,0,1086.75,5,4,-1.934,12.36,618.12
473,2023-12-22,P17,23.55,25.36,21.52,0,561.48,12,4,-2.786,23.43,504.21
474,2023-09-26,P18,36.33,43.6,40.0,0,1050.64,9,1,-1.212,45.57,1822.8
475,2023-02-08,P15,47.2,55.85,56.0,0,908.3,2,2,-1.911,23.1,1293.6
476,2023-07-17,P9,23.39,21.35,18.89,0,1237.52,7,0,-1.996,24.44,461.67
477,2023-08-11,P6,27.52,25.67,28.22,0,1601.79,8,4,-1.954,39.82,1123.72
478,2023-01-21,P17,27.98,36.58,29.75,0,285.71,1,5,-2.721,11.36,337.96
479,2023-04-05,P6,9.36,12.07,11.46,0,1662.64,4,2,-0.926,25.23,289.14
480,2023-02-19,P16,6.76,9.37,9.32,0,834.79,2,6,-2.769,10.11,94.23
481,2023-11-12,P4,42.36,46.66,49.02,1,821.97,11,6,-2.635,9.7,475.49
482,2023-07-31,P6,40.65,57.19,57.73,0,311.95,7,0,-0.617,70.1,4046.87
483,2023-07-31,P12,31.79,45.04,52.63,0,1994.13,7,0,-1.304,39.65,2086.78
484,2023-05-08,P3,38.25,49.81,52.63,0,112.9,5,0,-1.918,10.49,552.09
485,2023-12-16,P18,6.73,9.57,7.1,1,611.75,12,5,-1.184,61.22,434.66
486,2023-01-28,P7,22.19,26.03,26.81,0,1854.02,1,5,-1.785,36.16,969.45
487,2023-10-23,P18,28.01,37.36,33.24,0,620.34,10,0,-1.096,46.88,1558.29
488,2023-01-28,P20,44.64,41.16,34.53,0,288.55,1,5,-1.625,12.55,433.35
489,2023-02-10,P16,14.69,17.16,17.37,0,1019.28,2,4,-0.961,62.66,1088.4
490,2023-02-26,P20,24.63,34.5,33.68,0,1065.67,2,6,-0.655,36.72,1236.73
491,2023-07-08,P14,6.85,7.67,7.15,0,163.39,7,5,-0.592,28.98,207.21
492,2023-10-11,P11,33.1,44.04,49.07,0,1611.07,10,2,-0.746,20.54,1007.9
493,2023-03-29,P15,9.69,13.26,13.12,0,104.07,3,2,-2.221,8.23,107.98
494,2023-04-29,P7,17.3,16.41,16.26,0,1413.63,4,5,-0.796,32.73,532.19
495,2023-04-26,P17,36.96,52.0,45.23,0,278.63,4,2,-1.928,15.79,714.18
496,2023-03-05,P4,11.31,11.02,11.92,0,851.42,3,6,-2.494,8.18,97.51
497,2023-11-08,P10,32.17,30.47,27.54,1,961.65,11,2,-1.709,42.09,1159.16
498,2023-01-11,P4,14.99,18.7,21.89,0,1.74,1,2,-1.114,26.92,589.28
499,2023-05-27,P7,15.16,17.08,14.65,0,859.87,5,5,-1.376,51.28,751.25
500,2023-05-10,P5,38.2,54.98,49.43,0,872.01,5,2,-1.318,36.9,1823.97
501,2023-11-20,P9,20.32,20.79,23.96,0,249.86,11,0,-1.653,26.05,624.16
502,2023-10-07,P13,11.26,15.13,15.87,1,1750.8,10,5,-1.992,24.61,390.56
503,2023-05-16,P15,23.04,21.57,23.65,0,181.17,5,1,-2.768,7.19,170.04
504,2023-07-09,P8,10.6,15.08,12.19,0,1358.38,7,6,-1.702,31.83,388.01
505,2023-09-16,P16,44.54,55.57,65.09,0,321.81,9,5,-2.927,6.19,402.91
506,2023-03-26,P14,18.44,24.94,28.63,0,1446.71,3,6,-1.035,27.65,791.62
507,2023-11-01,P12,30.29,41.06,43.3,0,403.7,11,2,-2.176,21.48,930.08
508,2023-07-11,P18,18.26,25.48,28.34,1,533.28,7,1,-0.375,23.13,655.5
509,2023-04-29,P17,26.81,27.0,23.94,1,533.3,4,5,-1.176,72.71,1740.68
510,2023-10-19,P14,36.81,50.19,45.34,0,1884.04,10,3,-2.6,22.09,1001.56
511,2023-12-19,P4,20.37,23.64,19.42,0,700.16,12,1,-0.218,103.34,2006.86
512,2023-01-07,P18,38.53,37.32,34.24,0,630.3,1,5,-2.969,14.99,513.26
513,2023-12-09,P13,13.3,17.58,19.2,0,1842.73,12,5,-1.821,24.51,470.59
514,2023-11-15,P5,9.81,12.98,11.78,0,1241.11,11,2,-2.865,18.27,215.22
515,2023-06-17,P20,6.9,7.6,8.37,0,1457.27,6,5,-2.107,19.45,162.8
516,2023-08-31,P3,35.66,40.96,46.97,0,1949.28,8,3,-1.199,50.02,2349.44
517,2023-09-04,P2,5.02,7.25,8.36,0,1095.46,9,0,-2.883,20.85,174.31
518,2023-05-22,P10,34.74,34.46,28.71,0,1479.96,5,0,-1.058,73.7,2115.93
519,2023-12-01,P3,10.32,10.98,10.1,0,1919.49,12,4,-0.855,36.02,363.8
520,2023-05-25,P20,8.71,11.18,12.8,0,569.31,5,3,-1.002,19.38,248.06
521,2023-05-13,P12,24.69,33.1,27.48,1,272.61,5,5,-1.509,14.69,403.68
522,2023-09-28,P4,24.82,25.8,22.39,0,1521.2,9,3,-0.715,38.43,860.45
523,2023-06-17,P19,43.97,46.04,45.76,0,1855.25,6,5,-1.559,51.49,2356.18
524,2023-06-16,P20,48.12,44.83,37.3,0,1397.33,6,4,-1.187,61.32,2287.24
525,2023-08-22,P13,33.64,50.03,44.44,0,1483.65,8,1,-1.22,49.32,2191.78
526,2023-06-16,P17,11.35,11.11,11.19,0,793.62,6,4,-1.606,42.03,470.32
527,2023-12-31,P1,37.32,34.24,28.91,0,1330.5,12,6,-0.882,45.66,1320.03
528,2023-09-29,P5,35.85,33.72,31.17,0,574.33,9,4,-1.918,38.88,1211.89
529,2023-06-16,P2,29.88,27.09,24.58,0,1371.98,6,4,-0.592,52.33,1286.27
530,2023-10-04,P7,17.44,23.06,20.88,0,679.67,10,2,-2.617,11.98,250.14
531,2023-08-09,P19,36.49,42.32,48.92,0,1820.28,8,2,-1.443,17.74,867.84
532,2023-05-24,P6,19.88,24.96,29.34,0,1592.16,5,2,-2.363,24.83,728.51
533,2023-05-11,P6,11.83,14.37,15.44,0,1879.42,5,3,-1.453,37.66,581.47
534,2023-04-26,P11,11.8,16.98,19.23,0,1602.72,4,2,-0.757,45.1,867.27
535,2023-08-23,P11,20.64,27.91,29.05,1,656.96,8,2,-2.206,0.0,0.0
536,2023-04-13,P4,14.57,16.65,16.7,0,1356.31,4,3,-0.536,98.18,1639.61
537,2023-05-09,P16,12.79,12.62,14.15,0,1427.51,5,1,-0.36,142.0,2009.3
538,2023-08-28,P10,21.26,30.58,25.46,1,1756.32,8,0,-1.353,26.69,679.53
539,2023-01-29,P13,12.07,11.03,10.18,0,729.15,1,6,-0.92,60.42,615.08
540,2023-02-28,P5,17.26,15.61,15.76,0,291.84,2,1,-2.281,11.93,188.02
541,2023-12-04,P8,26.46,38.95,31.79,0,153.59,12,0,-0.329,99.22,3154.2
542,2023-02-02,P15,39.16,43.5,52.08,0,1249.12,2,3,-1.127,52.99,2759.72
543,2023-10-26,P7,28.0,25.86,21.71,0,1433.75,10,3,-0.355,71.9,1560.95
544,2023-04-04,P15,17.85,21.92,21.59,0,1135.78,4,1,-2.272,22.95,495.49
545,2023-10-14,P16,31.07,36.5,40.38,0,1175.45,10,5,-2.834,8.98,362.61
546,2023-02-12,P15,26.32,29.3,32.81,0,832.75,2,6,-1.564,10.24,335.97
547,2023-02-18,P14,36.02,33.53,33.38,0,1406.83,2,5,-0.313,77.4,2583.61
548,2023-06-12,P2,41.2,37.36,28.77,1,1173.61,6,0,-0.907,91.94,2645.11
549,2023-01-27,P17,33.51,44.69,47.36,1,724.59,1,4,-1.469,14.52,687.67
550,2023-05-01,P15,40.7,52.08,46.9,0,1012.22,5,0,-2.141,22.51,1055.72
551,2023-11-02,P18,5.96,8.61,8.07,0,942.1,11,3,-0.878,38.0,306.66
552,2023-11-07,P4,31.07,29.91,34.4,0,1447.38,11,1,-2.295,22.47,772.97
553,2023-01-25,P15,18.76,16.98,18.77,0,1592.49,1,2,-1.804,47.02,882.57
554,2023-10-16,P12,7.46,7.74,9.09,0,217.65,10,0,-0.472,27.21,247.34
555,2023-01-02,P9,22.03,26.92,22.95,0,598.56,1,0,-1.592,19.19,440.41
556,2023-09-20,P15,49.66,57.34,52.05,0,211.56,9,2,-2.399,19.33,1006.13
557,2023-04-13,P2,43.24,59.97,67.5,0,801.31,4,3,-1.341,13.11,884.92
558,2023-05-12,P1,31.91,38.37,28.99,1,506.12,5,4,-1.904,5.67,164.37
559,2023-02-16,P11,45.5,57.24,67.05,0,769.34,2,3,-0.655,38.19,2560.64
560,2023-07-26,P9,30.93,32.88,34.26,0,768.1,7,2,-1.677,18.2,623.53
561,2023-12-08,P11,43.1,58.16,66.06,1,867.63,12,4,-0.278,109.28,7219.04
562,2023-07-08,P19,25.13,26.25,28.3,0,576.26,7,5,-2.121,12.73,360.26
563,2023-04-26,P15,7.28,7.25,8.11,0,642.56,4,2,-0.845,73.2,593.65
564,2023-03-15,P16,31.9,30.62,32.64,0,204.73,3,2,-1.538,36.29,1184.51
565,2023-08-26,P10,32.92,40.69,44.37,0,657.67,8,5,-0.763,66.86,2966.58
566,2023-03-19,P8,34.62,41.55,32.53,1,790.13,3,6,-1.32,51.16,1664.23
567,2023-10-02,P11,22.89,22.75,22.69,0,846.05,10,0,-1.766,12.73,288.84
568,2023-12-19,P16,22.61,33.21,31.0,0,508.32,12,1,-0.813,31.05,962.55
569,2023-08-26,P2,34.05,33.64,30.99,1,1189.95,8,5,-1.067,52.53,1627.9
570,2023-05-21,P14,47.05,61.1,54.46,0,1367.73,5,6,-0.984,55.49,3021.99
571,2023-06-23,P8,47.44,42.84,50.39,0,374.78,6,4,-0.655,102.53,5166.49
572,2023-08-30,P16,48.89,51.95,59.47,0,533.55,8,2,-1.492,21.27,1264.93
573,2023-12-18,P14,15.84,14.76,16.55,0,1401.49,12,0,-2.575,21.07,348.71
574,2023-07-24,P15,28.32,40.87,36.99,0,755.3,7,0,-0.275,117.8,4357.42
575,2023-07-07,P10,29.2,35.84,36.0,0,312.36,7,4,-1.39,32.67,1176.12
576,2023-06-03,P9,20.1,24.55,26.26,0,1999.6,6,5,-1.074,30.43,799.09
577,2023-11-27,P1,26.86,32.94,31.22,0,312.38,11,0,-2.719,13.55,423.03
578,2023-06-12,P17,24.26,31.92,35.57,0,728.49,6,0,-2.756,6.5,231.2
579,2024-01-01,P19,40.03,37.97,34.73,1,821.81,1,0,-2.55,19.01,660.22
580,2023-01-13,P12,40.57,46.18,41.65,0,1164.18,1,4,-1.596,14.16,589.76
581,2023-10-11,P11,39.21,48.8,43.12,0,1333.79,10,2,-0.559,91.95,3964.88
